id,belongs_to_collection,budget,homepage,originally_english,overview,produced_in_us,release_date,revenue,runtime,english,tagline,title,vote_average,keywords,cast,crew,red,green,blue,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,Amblin Entertainment,Canal+,Columbia Pictures,Columbia Pictures Corporation,Dimension Films,DreamWorks SKG,Dune Entertainment,Fox 2000 Pictures,Fox Searchlight Pictures,Lionsgate,Metro-Goldwyn-Mayer (MGM),Miramax Films,New Line Cinema,Paramount Pictures,Regency Enterprises,Relativity Media,StudioCanal,Summit Entertainment,Touchstone Pictures,TriStar Pictures,Twentieth Century Fox Film Corporation,United Artists,Universal Pictures,Village Roadshow Pictures,Walt Disney Pictures,Warner Bros.,Working Title Films
25376,0,2000000,1,0,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,0,733632,33965843.0,129.0,0,0,The Secret in Their Eyes,7.8,"['rape', 'secret', 'writing', 'homicide', 'kidnapping', 'passion', 'suspect', 'investigation', 'police', 'partner', 'murder', 'tension', 'argentina', 'justice', 'eyes']","['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago']","['Walter Rippell', 'Federico Jusid', 'Gerardo Herrero']",4,4,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25461,0,800000,1,1,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.",1,730986,2816116.0,88.0,1,0,Raising Victor Vargas,7.8,['independent film'],"['Victor Rasuk', 'Judy Marte', 'Melonie Diaz']","['Peter Sollett', ""Robin O'Hara""]",12,10,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25508,1,134000,0,1,Sketch artist Irena Dubrovna (Simone Simon) and American architect Oliver Reed (Kent Smith) fall in love and marry after a brief courtship. But Irena believes that she suffers from an ancient curse and won't consummate the union for fear that she will turn into a panther compelled to kill her lover.,1,709274,4000000.0,73.0,1,The exciting story of a woman who kills the thing she loves!,Cat People,6.9,"['love triangle', 'jealousy', 'cat', 'zoo', 'canary', 'swimming pool', 'suspense', 'curse', 'val lewton', 'folklore', 'film noir', 'fear of intimacy', 'unconsummated marriage']","['Simone Simon', 'Kent Smith', 'Tom Conway']","['Roy Webb', ""Albert S. D'Agostino"", 'Mel Berns']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25520,0,10000000,0,1,A woman risks losing her chance of happiness with the only man she has ever loved.,1,730386,5164404.0,140.0,1,When a woman has the beauty men admire and women envy...it is wise to tread carefully.,The House of Mirth,6.4,[],"['Gillian Anderson', 'Dan Aykroyd', 'Eleanor Bron']","['Terence Davies', 'Edith Wharton', 'Olivia Stewart']",18,8,71,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25598,0,7000000,0,1,"An intensely sad film about two brothers who cannot overcome their opposite perceptions of life. One brother sees and feels bad in everyone and everything, subsequently he is violent, antisocial and unable to appreciate or enjoy the good things which his brother desperately tries to point out to him.",1,726971,191125.0,127.0,1,0,The Indian Runner,6.2,['brother brother relationship'],"['David Morse', 'Viggo Mortensen', 'Valeria Golino']",['Sean Penn'],2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25624,0,30000000,0,1,"Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923.",1,729076,13130349.0,140.0,1,"In 1923, a black town in Florida was burned to the ground, its people murdered because of a lie. Some escaped and survived because of the courage and compassion of a few extraordinary people. This film is for them.",Rosewood,6.7,['racial segregation'],"['Ving Rhames', 'Jon Voight', 'Don Cheadle']","['John Williams', 'Jon Peters', 'Marion Dougherty']",20,14,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25643,0,18000000,1,1,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",1,733668,36133014.0,109.0,1,Sometimes when you least expect it...,Love Happens,5.6,"['hotel', 'florist', 'forest', 'grief', 'seminar', 'motivational speaker']","['Aaron Eckhart', 'Jennifer Aniston', 'Judy Greer']","['Deborah Aquila', 'Eric Alan Edwards', 'Christopher Young']",254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25704,0,15000000,1,1,"Ryden Malby has a master plan. Graduate college, get a great job, hang out with her best friend and find the perfect guy. But her plan spins hilariously out of control when she’s forced to move back home with her eccentric family.",1,733640,6405245.0,89.0,1,A Pre-Life Crisis.,Post Grad,5.0,"['career', 'family', 'unemployment', 'woman director', 'graduation speech']","['Alexis Bledel', 'Zach Gilford', 'Rodrigo Santoro']","['Charles Minsky', 'John E. Gray', 'Ivan Reitman']",85,197,234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25719,0,3000000,1,1,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.",0,729258,302204.0,109.0,1,Fat cats are too easy. Go for the big fish.,Shooting Fish,7.0,"['london england', 'nightclub', 'chase', 'fraud', 'liar', 'love', 'thief', 'wealth', 'money', 'scam', 'hospital', 'secretary', 'business', 'wedding', 'parole', 'con', 'dishonesty']","['Dan Futterman', 'Stuart Townsend', 'Kate Beckinsale']","['Stefan Schwartz', 'Henry Braham', 'Richard Holmes']",1,41,93,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25748,2,900000,0,1,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans.",1,727592,6980986.0,92.0,1,These children are home alone too. But their parents are never coming back.,Children of the Corn II: The Final Sacrifice,4.5,"['sequel', 'possession', 'priest', 'corn', 'harvest']","['Terence Knox', 'Paul Scherrer', 'Ryan Bollman']","['David Price', 'Stephen King', 'Gilbert Adler']",6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25763,0,17000000,0,1,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way.,1,721972,8720000.0,91.0,1,0,Damnation Alley,5.0,"['based on novel', 'future', 'post-apocalyptic', 'war', 'cockroach', 'motorcycle', 'scorpion', 'post nuclear', 'battle for survival']","['Jan-Michael Vincent', 'George Peppard', 'Dominique Sanda']","['Jane Feinberg', 'Mike Fenton', 'Jerry Goldsmith']",50,51,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25784,0,1300000,1,0,"Thirteen years after the end of the Vietnam War, a family who was tragically affected by the war are forced to emigrate to America.",0,732364,639000.0,135.0,1,0,Journey from the Fall,5.0,"['vietnam', 'independent film']","['Kiều Chinh', 'Long Nguyen', 'Diem Lien']",['Ham Tran'],80,48,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25793,0,10000000,1,1,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.",1,733717,47536959.0,110.0,1,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,Precious,6.9,"['aids', 'illiteracy', 'song', 'unwillingly pregnant', 'balloon', 'school', 'crying', 'motorcycle']","['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton']","['Lee Daniels', 'Geoffrey Fletcher', 'Sapphire']",209,89,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25848,0,1750000,0,1,American ne'er-do-well Joe January is hired to take Paul Bonnard on an expedition into the desert in search of treasure.,1,714765,2200000.0,109.0,1,Wayne Tangles with Loren...In the Adventure that's Hotter than 1000 Suns!,Legend of the Lost,6.1,"['father son relationship', 'prostitute', 'wilderness', 'greed', 'treasure hunt', 'sahara', 'lost city', 'dying of thirst']","['John Wayne', 'Sophia Loren', 'Rossano Brazzi']","['Bert Bates', 'Ben Hecht', 'Jack Cardiff']",255,249,241,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25853,0,250000,0,1,"On February 15, 1992 in Milwaukee, Wisconsin, Jeffrey Lionel Dahmer, one of the world's most infamous serial killers, was convicted of 15 counts of murder and sentenced to 937 years in federal prison. This movie is based on events from his life. Certain characters and events are fictional.",1,731022,144008.0,101.0,1,The mind is a place of its own.,Dahmer,5.2,"['rape', 'gay night club', 'biography', 'necrophilia', 'murder', 'serial killer', 'male masturbation', 'drugged drink']","['Jeremy Renner', 'Bruce Davison', 'Artel Great']","['Larry Rattner', 'Ricki Maslar', 'David Jacobson']",24,28,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25941,0,7300000,0,1,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,0,733722,10329747.0,103.0,1,Every man has a breaking point.,Harry Brown,6.7,"['self-defense', 'widower']","['Michael Caine', 'Emily Mortimer', 'Iain Glen']","['Matthew Vaughn', 'Daniel Hubbard', 'Kave Quinn']",255,255,255,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26022,0,12000000,1,0,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",1,733815,42345360.0,145.0,1,I am Muslim and i am not a terrorist,My Name Is Khan,7.7,['bollywood'],"['Shah Rukh Khan', 'Kajol', 'Jimmy Shergill']","['Shah Rukh Khan', 'Sharmishta Roy', 'Karan Johar']",254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26039,0,2500000,0,1,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",1,718308,3200000.0,92.0,1,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,Point Blank,7.1,"['alcatraz', 'revenge', 'organized crime']","['Lee Marvin', 'Angie Dickinson', 'Keenan Wynn']","['Albert Brenner', 'Philip H. Lathrop', 'Van Allen James']",255,255,255,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26142,0,12000000,0,1,"Jack McKee is a doctor with it all: he's successful, he's rich, and he has no problems.... until he is diagnosed with throat cancer. Now that he has seen medicine, hospitals, and doctors from a patient's perspective, he realises that there is more to being a doctor than surgery and prescriptions.",1,727037,38120905.0,122.0,1,An Uplifting Story About Finding New Meaning In Life.,The Doctor,6.6,"['hospital', 'doctor', 'surgery', 'woman director']","['William Hurt', 'Christine Lahti', 'Elizabeth Perkins']","['Lisa Fruchtman', 'Lynn Stalmaster', 'John Seale']",251,251,251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26147,0,2196531,0,0,"Pete is a football enthusiast, who plays as a goalkeeper for FC HeMan, a team playing in the lowest possible league. His girlfriend, Anna, hates the whole sport. Pete and his teammates are planning to travel to watch the Football World Cup held in Germany. Anna is not excited about Pete's plan to leave her alone for the summer. Therefore Anna decides to present a challenge to Pete: She will form a team from the wives and girlfriends of the FC HeMan players, and then the women's team (FC Venus) would play against FC HeMan. If the women's team wins, the men will have to give up football, and if the men's team wins, the women will never complain about their hobby.",0,732310,2411594.0,107.0,0,0,FC Venus,5.6,"['sport', 'male female relationship', 'soccer']","['Minna Haapkylä', 'Petteri Summanen', 'Laura Malmivaara']","['Sakari Salli', 'Jukka Nykänen', 'Joona Tena']",189,18,37,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26149,0,27000000,0,1,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,1,730056,14859394.0,124.0,1,She gave them a gift they could never imagine. They gave the system a fight it would never forget.,Music of the Heart,6.3,"['independent film', 'school teacher']","['Meryl Streep', 'Angela Bassett', 'Cloris Leachman']","['Wes Craven', 'Pamela Gray', 'Susan Kaplan']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26178,0,5500000,0,1,In the Australian outback a vicious wild boar kills and causes havoc to a small community.,0,724385,801000.0,95.0,0,It's waiting outside and it can sense your fear. No nightmare will prepare you for it!,Razorback,5.6,"['wild boar', 'australia', 'animal attack', 'australian outback', 'ozploitation', 'animal horror']","['Gregory Harrison', 'Arkie Whiteley', 'Bill Kerr']","['William M. Anderson', 'Dean Semler', 'Russell Mulcahy']",3,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26198,0,6000000,0,1,Nazis take over an ancient fortress that contains a mysterious entity that wreaks havoc and death upon them.,0,724260,3661757.0,96.0,1,"THEY WERE ALL DRAWN TO THE KEEP. The soldiers who brought death. The father and daughter fighting for life. The people who have always feared it. And the one man who knows its secret... THE KEEP Tonight, they will all face the evil.",The Keep,5.9,"['nazis', 'electronic music score', 'demon', 'ss']","['Scott Glenn', 'Alberta Watson', 'Jürgen Prochnow']","['Michael Mann', 'Bonnie Timmermann', 'Michael Seirton']",20,19,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26268,1,3500000,0,1,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring.",1,717755,12000000.0,121.0,1,Harper takes a case - and the payoff is murder.,Harper,6.3,"['private eye', 'lew harper']","['Paul Newman', 'Lauren Bacall', 'Julie Harris']","['Conrad L. Hall', 'William Goldman', 'James H. Brown']",255,255,191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26306,0,8000000,0,1,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",1,729048,589304.0,106.0,1,He beat the odds... And became a legend!,Prefontaine,6.7,"['oregon', 'olympic games', 'sport', 'runner']","['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill""]","['Bill Corso', 'Steve James']",244,243,241,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26352,0,10000000,0,1,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",1,728255,29392418.0,100.0,1,He's armed and dangerously funny.,A Low Down Dirty Shame,6.0,"['fbi', 'drug crime', 'violence', 'drug', 'private detective', 'blast']","['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']",['Keenen Ivory Wayans'],26,21,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26386,2,6000000,0,1,"When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas.",1,726052,28202109.0,95.0,1,A Holiday Comedy Unlike Any Other!,Ernest Saves Christmas,4.9,['holiday'],"['Jim Varney', 'Douglas Seale', 'Noelle Parker']",['John R. Cherry III'],20,30,101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26388,0,1987650,1,1,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,1,734039,19152480.0,94.0,1,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Buried,6.6,"['isolation', 'coffin', 'race against time', 'buried alive', 'survival', 'terrorism', 'danger', 'cell phone', 'desert', 'psychological', 'aftercreditsstinger', 'captivity', 'chases and races', 'mind and soul', 'confined']","['Ryan Reynolds', 'José Luis García Pérez', 'Robert Paterson']","['James Muñoz', 'Peter Safran', 'Rodrigo Cortés']",7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26389,0,52000000,1,1,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig, working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realizes that Charlie may be his only hope of survival.",0,733808,52826594.0,92.0,1,Two agents. One city. No merci.,From Paris with Love,6.2,"['paris', 'cia', 'undercover', 'explosive', 'pimp', 'ambassador', 'anti hero', 'revelation', 'french', 'politician', 'firearm', 'deception', 'car crash', 'gang']","['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak']","['Luc Besson', 'Jacques Bufnoir', 'Philippe Hubin']",2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26390,0,17000000,0,1,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,1,733423,29536299.0,133.0,1,This is War. This is Brooklyn.,Brooklyn's Finest,6.2,"['male nudity', 'female nudity', 'tattoo', 'gambling', 'corruption', 'father son relationship', 'prostitute', 'robbery', 'detective', 'police brutality', 'wife husband relationship', 'card game', 'desperation', 'undercover', 'kidnapping', 'drug dealer', 'retirement', 'death of a friend', 'asthma', 'police', 'fellatio', 'blood splatter', 'revenge', 'deception', 'murder', 'betrayal', 'priest', 'breast', 'bag of money', 'shootout', 'blood on shirt', 'shot in the back', 'undercover cop', 'blood', 'suicidal', 'f word', 'shot to death', 'punched in the face', 'redemption', 'police officer killed', 'hospital', 'dirty cop', 'police corruption', 'pistol', 'new york city', 'church', 'violence', 'strangulation', 'foot chase', 'police detective', 'father daughter relationship', 'police station', 'held at gunpoint', 'catholic', 'guilt', 'brooklyn new york city', 'narcotics cop', 'nypd', 'missing person', 'racial slur', 'swat team', 'ensemble cast', 'pregnant wife', 'confessional', 'drive by shooting', 'shot in the shoulder', 'gun in mouth', 'police raid', 'reference to god', 'razor blade', 'shot through a door', 'stealing money', 'police officer shot', 'expecting twins', 'lens flare', 'flashback', 'money problems', 'family man', 'neo-noir', 'bmw', 'apathy', 'confession booth', 'thoughts of retirement', 'hail mary', 'working in the nude', 'drug raid', 'ironing money', 'bedtime prayer', 'briefing', 'shot point blank', 'reference to gregory hines', 'police badge', 'sex slave', 'trail of blood', 'gold watch', 'man slaps a woman', 'mold']","['Richard Gere', 'Don Cheadle', 'Ethan Hawke']","['Mary Vernieu', 'Thérèse DePrez', 'Robert Greenhut']",5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26428,0,70000000,1,1,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",0,733544,39041505.0,127.0,1,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,"['christianity', 'philosophy', 'egypt', 'new love', 'war', 'cult', 'historical figure', 'history', 'sword fight', 'ancient world', 'destiny', 'fall in love', 'hypatia', 'misogyny', 'persecution', 'library of alexandria', 'political unrest', 'impossible love', 'false history', 'power relations', 'unfulfillment', 'master and servant', 'love and romance', 'unfulfilled love']","['Rachel Weisz', 'Max Minghella', 'Oscar Isaac']","['Jina Jay', 'Gabriella Pescucci', 'Dario Marianelli']",255,255,255,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26515,1,3500000,0,1,A man conjures up a gigantic vengeance demon called Pumpkinhead to destroy the teenagers who accidentally killed his son.,1,725897,4385516.0,86.0,1,For each of man's evils a special demon exists...,Pumpkinhead,5.9,"['witch', 'cabin', 'death of a child', 'murder', 'pumpkin', 'demon', 'evil', 'storekeeper', 'vengeance']","['Lance Henriksen', 'Jeff East', ""John D'Aquino""]","['Stan Winston', 'Ed Justin', 'Mark Patrick Carducci']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26520,0,2000000,0,1,"Couples Bob &amp; Carol Sanders and Ted &amp; Alice Henderson are best friends. After attending a weekend self-help self-discovery session, Bob and Carol feel newly enlightened, and want their friends, Ted and Alice, to feel the same way.",1,719057,30000000.0,101.0,1,Consider the Possibilities,Bob & Carol & Ted & Alice,6.2,"['sex', 'friends', 'therapy', 'foursome']","['Natalie Wood', 'Robert Culp', 'Elliott Gould']","['Stuart H. Pappé', 'Charles Lang', 'Quincy Jones']",167,103,163,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26522,0,6000000,0,1,"In the towm of Tynen, Louisiana, a black Master Sergeant is found shot to death just outside the local Army Base. A military lawyer, also a black man, is sent from Washington to conduct an investigation. Facing an uncooperative chain of command and fearful black troops, Captain Davenport must battle with deceipt and prejudice in order to find out exactly who really did kill Sergeant Waters.",1,724533,21821347.0,101.0,1,"Alone, far from home, and far from justice, he has three days to learn the truth about a murder...and the truth is a story you won't forget.",A Soldier's Story,6.2,"['racist', 'black', 'revenge', 'boot camp', 'based on play or musical', 'dead soldier', 'flashback', 'military law']","['Howard Rollins', 'Adolph Caesar', 'Art Evans']","['Norman Jewison', 'Herbie Hancock', 'Charles Fuller']",251,247,244,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26555,0,15000000,0,1,"When Chicago firefighter Jack Moniker retires and moves to a small Caribbean island, he is befriended by the owner of a run-down resort. Together they renovate the resort and lure tourists to Club Paradise in an effort to fight off corrupt officials and businessmen who want to claim the resort as their own.",1,725198,12308521.0,96.0,1,The vacation you'll never forget - no matter how hard you try.,Club Paradise,4.3,['tropical island'],"['Robin Williams', ""Peter O'Toole"", 'Rick Moranis']","['Harry Shearer', 'Harold Ramis', 'Trevor Albert']",153,218,248,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26579,0,74050,0,1,"The dysfunctional twenty-three years old Sarah takes her six year old natural son Jeremiah from the home of his beloved foster parents with the support of the social service to live with her. Along the years, the boy shares her insane and lowlife style and is introduced to booze and drugs and mentally, physically and sexually abused by Sarah, her lovers and her religiously fanatic family.",1,731839,176153.0,98.0,1,Behind the greatest hoax of our time is the heartbreaking story that started it all.,The Heart is Deceitful Above All Things,5.7,"['prostitute', 'alcohol', 'rape', 'sex', 'fire', 'dancer', 'nudity', 'fanatic', 'officer', 'police', 'stripper', 'autobiography', 'controversial', 'independent film', 'true', 'religion', 'psychologist', 'pedophile', 'drug', 'woman director', 'mental', 'insane', 'knoxville']","['Asia Argento', 'Jimmy Bennett', 'Jeremy Renner']","['Eric Alan Edwards', 'Asia Argento', 'Kim Gordon']",239,3,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
